"term","is.a","def"
"HP:0009999","HP:0009997","Partial duplication of the phalanx of hand"
"HP:0010000","HP:0009998","Complete duplication of the proximal phalanges of the hand"
"HP:0010000","HP:0010006","Complete duplication of the proximal phalanges of the hand"
"HP:0010001","HP:0009883","Complete duplication of the distal phalanges of the hand"
"HP:0010001","HP:0009998","Complete duplication of the distal phalanges of the hand"
"HP:0010002","HP:0009998","Complete duplication of the middle phalanges of the hand"
"HP:0010002","HP:0010008","Complete duplication of the middle phalanges of the hand"
"HP:0010003","HP:0009999","Partial duplication of the proximal phalanges of the hand"
"HP:0010003","HP:0010006","Partial duplication of the proximal phalanges of the hand"
"HP:0010004","HP:0009883","Partial duplication of the distal phalanges of the hand"
"HP:0010004","HP:0009999","Partial duplication of the distal phalanges of the hand"
"HP:0010005","HP:0009999","Partial duplication of the middle phalanges of the hand"
"HP:0010005","HP:0010008","Partial duplication of the middle phalanges of the hand"
"HP:0010006","HP:0009997","Duplication of the proximal phalanx of hand"
"HP:0010008","HP:0009833","Duplication of the middle phalanx of hand"
"HP:0010008","HP:0009834","Duplication of the middle phalanx of hand"
"HP:0010008","HP:0009997","Duplication of the middle phalanx of hand"
"HP:0010009","HP:0001163","Abnormality of the 1st metacarpal"
"HP:0010010","HP:0001163","Abnormality of the 2nd metacarpal"
"HP:0010011","HP:0001163","Abnormality of the 3rd metacarpal"
"HP:0010012","HP:0001163","Abnormality of the 4th metacarpal"
"HP:0010013","HP:0001163","Abnormality of the 5th metacarpal"
"HP:0010014","HP:0005913","Abnormality of the epiphysis of the 1st metacarpal"
"HP:0010014","HP:0010009","Abnormality of the epiphysis of the 1st metacarpal"
"HP:0010014","HP:0010245","Abnormality of the epiphysis of the 1st metacarpal"
"HP:0010015","HP:0009196","Absent epiphysis of the 1st metacarpal"
"HP:0010015","HP:0010014","Absent epiphysis of the 1st metacarpal"
"HP:0010015","HP:0010268","Absent epiphysis of the 1st metacarpal"
"HP:0010016","HP:0010014","Bracket epiphysis of the 1st metacarpal"
"HP:0010016","HP:0010269","Bracket epiphysis of the 1st metacarpal"
"HP:0010016","HP:0200050","Bracket epiphysis of the 1st metacarpal"
"HP:0010017","HP:0006059","Cone-shaped epiphysis of the 1st metacarpal"
"HP:0010017","HP:0010014","Cone-shaped epiphysis of the 1st metacarpal"
"HP:0010017","HP:0010270","Cone-shaped epiphysis of the 1st metacarpal"
"HP:0010018","HP:0006134","Enlarged epiphysis of the 1st metacarpal"
"HP:0010018","HP:0010014","Enlarged epiphysis of the 1st metacarpal"
"HP:0010018","HP:0010271","Enlarged epiphysis of the 1st metacarpal"
"HP:0010019","HP:0009189","Fragmentation of the epiphysis of the 1st metacarpal"
"HP:0010019","HP:0010014","Fragmentation of the epiphysis of the 1st metacarpal"
"HP:0010019","HP:0010272","Fragmentation of the epiphysis of the 1st metacarpal"
"HP:0010020","HP:0009190","Irregular epiphysis of the 1st metacarpal"
"HP:0010020","HP:0010014","Irregular epiphysis of the 1st metacarpal"
"HP:0010020","HP:0010273","Irregular epiphysis of the 1st metacarpal"
"HP:0010021","HP:0009191","Ivory epiphysis of the 1st metacarpal"
"HP:0010021","HP:0010014","Ivory epiphysis of the 1st metacarpal"
"HP:0010021","HP:0010274","Ivory epiphysis of the 1st metacarpal"
"HP:0010022","HP:0009193","Pseudoepiphysis of the 1st metacarpal"
"HP:0010022","HP:0010014","Pseudoepiphysis of the 1st metacarpal"
"HP:0010022","HP:0010275","Pseudoepiphysis of the 1st metacarpal"
"HP:0010023","HP:0009194","Small epiphysis of the 1st metacarpal"
"HP:0010023","HP:0010014","Small epiphysis of the 1st metacarpal"
"HP:0010023","HP:0010276","Small epiphysis of the 1st metacarpal"
"HP:0010024","HP:0009195","Epiphyseal stippling of the first metacarpal"
"HP:0010024","HP:0010014","Epiphyseal stippling of the first metacarpal"
"HP:0010024","HP:0010277","Epiphyseal stippling of the first metacarpal"
"HP:0010025","HP:0009171","Triangular epiphysis of the 1st metacarpal"
"HP:0010025","HP:0009696","Triangular epiphysis of the 1st metacarpal"
"HP:0010025","HP:0010014","Triangular epiphysis of the 1st metacarpal"
"HP:0010026","HP:0005914","Aplasia/Hypoplasia of the 1st metacarpal"
"HP:0010026","HP:0009658","Aplasia/Hypoplasia of the 1st metacarpal"
"HP:0010026","HP:0010009","Aplasia/Hypoplasia of the 1st metacarpal"
"HP:0010027","HP:0001230","Broad 1st metacarpal"
"HP:0010027","HP:0009852","Broad 1st metacarpal"
"HP:0010027","HP:0010009","Broad 1st metacarpal"
"HP:0010028","HP:0010009","Bullet-shaped 1st metacarpal"
"HP:0010029","HP:0010009","Curved 1st metacarpal"
"HP:0010030","HP:0001504","Osteolytic defects of the 1st metacarpal"
"HP:0010030","HP:0010009","Osteolytic defects of the 1st metacarpal"
"HP:0010031","HP:0010009","Patchy sclerosis of the 1st metacarpal"
"HP:0010031","HP:0100914","Patchy sclerosis of the 1st metacarpal"
"HP:0010033","HP:0010009","Triangular shaped 1st metacarpal"
"HP:0010034","HP:0009660","Short 1st metacarpal"
"HP:0010034","HP:0010026","Short 1st metacarpal"
"HP:0010034","HP:0010049","Short 1st metacarpal"
"HP:0010035","HP:0009659","Aplasia of the 1st metacarpal"
"HP:0010035","HP:0010026","Aplasia of the 1st metacarpal"
"HP:0010035","HP:0010048","Aplasia of the 1st metacarpal"
"HP:0010035","HP:0010242","Aplasia of the 1st metacarpal"
"HP:0010036","HP:0005914","Aplasia/Hypoplasia of the 2nd metacarpal"
"HP:0010036","HP:0010010","Aplasia/Hypoplasia of the 2nd metacarpal"
"HP:0010037","HP:0010036","Aplasia of the 2nd metacarpal"
"HP:0010037","HP:0010048","Aplasia of the 2nd metacarpal"
"HP:0010038","HP:0010036","Short 2nd metacarpal"
"HP:0010038","HP:0010049","Short 2nd metacarpal"
"HP:0010039","HP:0005914","Aplasia/Hypoplasia of the 3rd metacarpal"
"HP:0010039","HP:0010011","Aplasia/Hypoplasia of the 3rd metacarpal"
"HP:0010040","HP:0010039","Aplasia of the 3rd metacarpal"
"HP:0010040","HP:0010048","Aplasia of the 3rd metacarpal"
"HP:0010041","HP:0010039","Short 3rd metacarpal"
"HP:0010041","HP:0010049","Short 3rd metacarpal"
"HP:0010042","HP:0005914","Aplasia/Hypoplasia of the 4th metacarpal"
"HP:0010042","HP:0010012","Aplasia/Hypoplasia of the 4th metacarpal"
"HP:0010043","HP:0010042","Aplasia of the 4th metacarpal"
"HP:0010043","HP:0010048","Aplasia of the 4th metacarpal"
"HP:0010044","HP:0010042","Short 4th metacarpal"
"HP:0010044","HP:0010049","Short 4th metacarpal"
"HP:0010045","HP:0005914","Aplasia/Hypoplasia of the 5th metacarpal"
"HP:0010045","HP:0010013","Aplasia/Hypoplasia of the 5th metacarpal"
"HP:0010046","HP:0010045","Aplasia of the 5th metacarpal"
"HP:0010046","HP:0010048","Aplasia of the 5th metacarpal"
"HP:0010047","HP:0010045","Short 5th metacarpal"
"HP:0010047","HP:0010049","Short 5th metacarpal"
"HP:0010048","HP:0005914","Aplasia of metacarpal bones"
"HP:0010049","HP:0005914","Short metacarpal"
"HP:0010051","HP:0001844","Deviation of the hallux"
"HP:0010051","HP:0100498","Deviation of the hallux"
"HP:0010052","HP:0010057","Abnormal morphology of the proximal phalanx of the hallux"
"HP:0010052","HP:0010183","Abnormal morphology of the proximal phalanx of the hallux"
"HP:0010053","HP:0010057","Abnormality of the distal phalanx of the hallux"
"HP:0010053","HP:0010182","Abnormality of the distal phalanx of the hallux"
"HP:0010054","HP:0001832","Abnormality of the first metatarsal bone"
"HP:0010055","HP:0001837","Broad hallux"
"HP:0010055","HP:0001844","Broad hallux"
"HP:0010056","HP:0001844","Abnormality of the epiphyses of the hallux"
"HP:0010056","HP:0010160","Abnormality of the epiphyses of the hallux"
"HP:0010057","HP:0001844","Abnormality of the phalanges of the hallux"
"HP:0010057","HP:0010161","Abnormality of the phalanges of the hallux"
"HP:0010058","HP:0008362","Aplasia/Hypoplasia of the phalanges of the hallux"
"HP:0010058","HP:0010057","Aplasia/Hypoplasia of the phalanges of the hallux"
"HP:0010058","HP:0010173","Aplasia/Hypoplasia of the phalanges of the hallux"
"HP:0010059","HP:0010057","Broad hallux phalanx"
"HP:0010059","HP:0010174","Broad hallux phalanx"
"HP:0010060","HP:0010057","Bullet-shaped hallux phalanx"
"HP:0010060","HP:0010175","Bullet-shaped hallux phalanx"
"HP:0010061","HP:0010057","Curved hallux phalanx"
"HP:0010061","HP:0010176","Curved hallux phalanx"
"HP:0010062","HP:0010057","Osteolytic defects of the phalanges of the hallux"
"HP:0010062","HP:0010177","Osteolytic defects of the phalanges of the hallux"
"HP:0010063","HP:0010057","Patchy sclerosis of hallux phalanx"
"HP:0010063","HP:0010178","Patchy sclerosis of hallux phalanx"
"HP:0010063","HP:0100930","Patchy sclerosis of hallux phalanx"
"HP:0010064","HP:0010057","Symphalangism affecting the phalanges of the hallux"
"HP:0010064","HP:0010179","Symphalangism affecting the phalanges of the hallux"
"HP:0010064","HP:0100235","Symphalangism affecting the phalanges of the hallux"
"HP:0010065","HP:0010057","Triangular shaped phalanges of the hallux"
"HP:0010065","HP:0010180","Triangular shaped phalanges of the hallux"
"HP:0010066","HP:0010057","Duplication of phalanx of hallux"
"HP:0010066","HP:0010181","Duplication of phalanx of hallux"
"HP:0010067","HP:0010054","Aplasia/hypoplasia of the 1st metatarsal"
"HP:0010068","HP:0001783","Broad first metatarsal"
"HP:0010068","HP:0010054","Broad first metatarsal"
"HP:0010069","HP:0010054","Bullet-shaped 1st metatarsal"
"HP:0010070","HP:0010054","Curved 1st metatarsal"
"HP:0010071","HP:0001473","Osteolytic defects of the 1st metatarsal"
"HP:0010071","HP:0010054","Osteolytic defects of the 1st metatarsal"
"HP:0010071","HP:0010062","Osteolytic defects of the 1st metatarsal"
"HP:0010072","HP:0010054","Patchy sclerosis of the 1st metatarsal"
"HP:0010072","HP:0010063","Patchy sclerosis of the 1st metatarsal"
"HP:0010072","HP:0010208","Patchy sclerosis of the 1st metatarsal"
"HP:0010072","HP:0100945","Patchy sclerosis of the 1st metatarsal"
"HP:0010073","HP:0010054","Synostosis involving the 1st metatarsal"
"HP:0010074","HP:0010054","Triangular shaped 1st metatarsal"
"HP:0010074","HP:0010065","Triangular shaped 1st metatarsal"
"HP:0010075","HP:0001449","Duplication of the 1st metatarsal"
"HP:0010075","HP:0010054","Duplication of the 1st metatarsal"
"HP:0010076","HP:0010053","Aplasia/Hypoplasia of the distal phalanx of the hallux"
"HP:0010076","HP:0010058","Aplasia/Hypoplasia of the distal phalanx of the hallux"
"HP:0010076","HP:0010185","Aplasia/Hypoplasia of the distal phalanx of the hallux"
"HP:0010077","HP:0010053","Broad distal phalanx of the hallux"
"HP:0010077","HP:0010059","Broad distal phalanx of the hallux"
"HP:0010077","HP:0010186","Broad distal phalanx of the hallux"
"HP:0010078","HP:0010053","Bullet-shaped distal phalanx of the hallux"
"HP:0010078","HP:0010060","Bullet-shaped distal phalanx of the hallux"
"HP:0010078","HP:0010187","Bullet-shaped distal phalanx of the hallux"
"HP:0010079","HP:0010053","Curved distal phalanx of the hallux"
"HP:0010079","HP:0010061","Curved distal phalanx of the hallux"
"HP:0010079","HP:0010188","Curved distal phalanx of the hallux"
"HP:0010080","HP:0010053","Osteolytic defects of the distal phalanx of the hallux"
"HP:0010080","HP:0010062","Osteolytic defects of the distal phalanx of the hallux"
"HP:0010080","HP:0010189","Osteolytic defects of the distal phalanx of the hallux"
"HP:0010081","HP:0010063","Patchy sclerosis of the distal phalanx of the hallux"
"HP:0010081","HP:0010190","Patchy sclerosis of the distal phalanx of the hallux"
"HP:0010081","HP:0100944","Patchy sclerosis of the distal phalanx of the hallux"
"HP:0010082","HP:0001859","Symphalangism affecting the distal phalanx of the hallux"
"HP:0010082","HP:0010053","Symphalangism affecting the distal phalanx of the hallux"
"HP:0010082","HP:0010091","Symphalangism affecting the distal phalanx of the hallux"
"HP:0010082","HP:0010191","Symphalangism affecting the distal phalanx of the hallux"
"HP:0010083","HP:0010053","Triangular shaped distal phalanx of the hallux"
"HP:0010083","HP:0010065","Triangular shaped distal phalanx of the hallux"
"HP:0010083","HP:0010192","Triangular shaped distal phalanx of the hallux"
"HP:0010084","HP:0010053","Duplication of the distal phalanx of the hallux"
"HP:0010084","HP:0010066","Duplication of the distal phalanx of the hallux"
"HP:0010084","HP:0010193","Duplication of the distal phalanx of the hallux"
"HP:0010085","HP:0010052","Aplasia/Hypoplasia of the proximal phalanx of the hallux"
"HP:0010085","HP:0010058","Aplasia/Hypoplasia of the proximal phalanx of the hallux"
"HP:0010085","HP:0010194","Aplasia/Hypoplasia of the proximal phalanx of the hallux"
"HP:0010086","HP:0010052","Broad proximal phalanx of the hallux"
"HP:0010086","HP:0010059","Broad proximal phalanx of the hallux"
"HP:0010086","HP:0010204","Broad proximal phalanx of the hallux"
"HP:0010087","HP:0010052","Bullet-shaped proximal phalanx of the hallux"
"HP:0010087","HP:0010060","Bullet-shaped proximal phalanx of the hallux"
"HP:0010087","HP:0010205","Bullet-shaped proximal phalanx of the hallux"
"HP:0010088","HP:0010052","Curved proximal phalanx of the hallux"
"HP:0010088","HP:0010061","Curved proximal phalanx of the hallux"
"HP:0010088","HP:0010206","Curved proximal phalanx of the hallux"
"HP:0010089","HP:0010052","Osteolytic defects of the proximal phalanx of the hallux"
"HP:0010089","HP:0010062","Osteolytic defects of the proximal phalanx of the hallux"
"HP:0010089","HP:0010198","Osteolytic defects of the proximal phalanx of the hallux"
"HP:0010090","HP:0010052","Patchy sclerosis of the proximal phalanx of the hallux"
"HP:0010090","HP:0010063","Patchy sclerosis of the proximal phalanx of the hallux"
"HP:0010090","HP:0010199","Patchy sclerosis of the proximal phalanx of the hallux"
"HP:0010090","HP:0100943","Patchy sclerosis of the proximal phalanx of the hallux"
"HP:0010091","HP:0010052","Symphalangism affecting the proximal phalanx of the hallux"
"HP:0010091","HP:0010064","Symphalangism affecting the proximal phalanx of the hallux"
"HP:0010091","HP:0010200","Symphalangism affecting the proximal phalanx of the hallux"
"HP:0010092","HP:0010052","Triangular shaped proximal phalanx of the hallux"
"HP:0010092","HP:0010065","Triangular shaped proximal phalanx of the hallux"
"HP:0010092","HP:0010201","Triangular shaped proximal phalanx of the hallux"
"HP:0010093","HP:0010052","Duplication of the proximal phalanx of the hallux"
"HP:0010093","HP:0010066","Duplication of the proximal phalanx of the hallux"
"HP:0010093","HP:0010202","Duplication of the proximal phalanx of the hallux"
"HP:0010094","HP:0010093","Complete duplication of the proximal phalanx of the hallux"
"HP:0010094","HP:0010100","Complete duplication of the proximal phalanx of the hallux"
"HP:0010095","HP:0010093","Partial duplication of the proximal phalanx of the hallux"
"HP:0010095","HP:0010101","Partial duplication of the proximal phalanx of the hallux"
"HP:0010096","HP:0010084","Complete duplication of the distal phalanx of the hallux"
"HP:0010096","HP:0010100","Complete duplication of the distal phalanx of the hallux"
"HP:0010097","HP:0010084","Partial duplication of the distal phalanx of the hallux"
"HP:0010097","HP:0010101","Partial duplication of the distal phalanx of the hallux"
"HP:0010098","HP:0010075","Complete duplication of the 1st metatarsal"
"HP:0010099","HP:0010075","Partial duplication of the 1st metatarsal"
"HP:0010099","HP:0010101","Partial duplication of the 1st metatarsal"
"HP:0010100","HP:0010066","Complete duplication of hallux phalanx"
"HP:0010101","HP:0010066","Partial duplication of the phalanges of the hallux"
"HP:0010102","HP:0010076","Aplasia of the distal phalanx of the hallux"
"HP:0010102","HP:0010110","Aplasia of the distal phalanx of the hallux"
"HP:0010102","HP:0010645","Aplasia of the distal phalanx of the hallux"
"HP:0010103","HP:0010076","Short distal phalanx of hallux"
"HP:0010103","HP:0010111","Short distal phalanx of hallux"
"HP:0010104","HP:0010067","Absent first metatarsal"
"HP:0010104","HP:0010744","Absent first metatarsal"
"HP:0010105","HP:0010054","Short first metatarsal"
"HP:0010105","HP:0010743","Short first metatarsal"
"HP:0010106","HP:0010085","Aplasia of the proximal phalanx of the hallux"
"HP:0010106","HP:0010110","Aplasia of the proximal phalanx of the hallux"
"HP:0010106","HP:0100388","Aplasia of the proximal phalanx of the hallux"
"HP:0010107","HP:0010085","Short proximal phalanx of hallux"
"HP:0010107","HP:0010111","Short proximal phalanx of hallux"
"HP:0010109","HP:0001831","Short hallux"
"HP:0010109","HP:0008362","Short hallux"
"HP:0010110","HP:0010058","Aplasia of the phalanges of the hallux"
"HP:0010110","HP:0010745","Aplasia of the phalanges of the hallux"
"HP:0010111","HP:0010058","Short phalanx of hallux"
"HP:0010111","HP:0010109","Short phalanx of hallux"
"HP:0010111","HP:0010746","Short phalanx of hallux"
"HP:0010112","HP:0001829","Mesoaxial foot polydactyly"
"HP:0010112","HP:0100260","Mesoaxial foot polydactyly"
"HP:0010113","HP:0010056","Absent hallux epiphysis"
"HP:0010113","HP:0010162","Absent hallux epiphysis"
"HP:0010114","HP:0010056","Bracket epiphyses of the hallux"
"HP:0010114","HP:0010163","Bracket epiphyses of the hallux"
"HP:0010115","HP:0010056","Cone-shaped epiphyses of the hallux"
"HP:0010115","HP:0010164","Cone-shaped epiphyses of the hallux"
"HP:0010116","HP:0010056","Enlarged epiphyses of the hallux"
"HP:0010116","HP:0010165","Enlarged epiphyses of the hallux"
"HP:0010117","HP:0010056","Fragmentation of the epiphyses of the hallux"
"HP:0010117","HP:0010166","Fragmentation of the epiphyses of the hallux"
"HP:0010118","HP:0010056","Irregular epiphyses of the hallux"
"HP:0010118","HP:0010167","Irregular epiphyses of the hallux"
"HP:0010119","HP:0010056","Ivory epiphyses of the hallux"
"HP:0010119","HP:0010168","Ivory epiphyses of the hallux"
"HP:0010120","HP:0010056","Pseudoepiphyses of the hallux"
"HP:0010120","HP:0010169","Pseudoepiphyses of the hallux"
"HP:0010121","HP:0010056","Small epiphyses of the hallux"
"HP:0010121","HP:0010170","Small epiphyses of the hallux"
"HP:0010122","HP:0010056","Stippling of the epiphyses of the hallux"
"HP:0010122","HP:0010171","Stippling of the epiphyses of the hallux"
"HP:0010123","HP:0010056","Triangular epiphyses of the hallux"
"HP:0010123","HP:0010172","Triangular epiphyses of the hallux"
"HP:0010124","HP:0010056","Abnormality of the epiphysis of the distal phalanx of the hallux"
"HP:0010125","HP:0010056","Abnormality of the epiphysis of the 1st metatarsal"
"HP:0010126","HP:0010056","Abnormality of the epiphysis of the proximal phalanx of the hallux"
"HP:0010127","HP:0010113","Absent epiphysis of the proximal phalanx of the hallux"
"HP:0010127","HP:0010126","Absent epiphysis of the proximal phalanx of the hallux"
"HP:0010128","HP:0010114","Bracket epiphysis of the proximal phalanx of the hallux"
"HP:0010128","HP:0010126","Bracket epiphysis of the proximal phalanx of the hallux"
"HP:0010129","HP:0010115","Cone-shaped epiphysis of the proximal phalanx of the hallux"
"HP:0010129","HP:0010126","Cone-shaped epiphysis of the proximal phalanx of the hallux"
"HP:0010130","HP:0010116","Enlarged epiphysis of the proximal phalanx of the hallux"
"HP:0010130","HP:0010126","Enlarged epiphysis of the proximal phalanx of the hallux"
"HP:0010131","HP:0010117","Fragmentation of the epiphysis of the proximal phalanx of the hallux"
"HP:0010131","HP:0010126","Fragmentation of the epiphysis of the proximal phalanx of the hallux"
"HP:0010132","HP:0010118","Irregular epiphysis of the proximal phalanx of the hallux"
"HP:0010132","HP:0010126","Irregular epiphysis of the proximal phalanx of the hallux"
"HP:0010133","HP:0010119","Ivory epiphysis of the proximal phalanx of the hallux"
"HP:0010133","HP:0010126","Ivory epiphysis of the proximal phalanx of the hallux"
"HP:0010134","HP:0010120","Pseudoepiphysis of the proximal phalanx of the hallux"
"HP:0010134","HP:0010126","Pseudoepiphysis of the proximal phalanx of the hallux"
"HP:0010135","HP:0010121","Small epiphysis of the proximal phalanx of the hallux"
"HP:0010135","HP:0010126","Small epiphysis of the proximal phalanx of the hallux"
"HP:0010136","HP:0010122","Stippling of the epiphysis of the proximal phalanx of the hallux"
"HP:0010136","HP:0010126","Stippling of the epiphysis of the proximal phalanx of the hallux"
"HP:0010137","HP:0010123","Triangular epiphysis of the proximal phalanx of the hallux"
"HP:0010137","HP:0010126","Triangular epiphysis of the proximal phalanx of the hallux"
"HP:0010138","HP:0010113","Absent epiphysis of the distal phalanx of the hallux"
"HP:0010138","HP:0010124","Absent epiphysis of the distal phalanx of the hallux"
"HP:0010139","HP:0010114","Bracket epiphysis of the distal phalanx of the hallux"
"HP:0010139","HP:0010124","Bracket epiphysis of the distal phalanx of the hallux"
"HP:0010140","HP:0010115","Cone-shaped epiphysis of the distal phalanx of the hallux"
"HP:0010140","HP:0010124","Cone-shaped epiphysis of the distal phalanx of the hallux"
"HP:0010141","HP:0010116","Enlarged epiphysis of the distal phalanx of the hallux"
"HP:0010141","HP:0010124","Enlarged epiphysis of the distal phalanx of the hallux"
"HP:0010142","HP:0010117","Fragmentation of the epiphysis of the distal phalanx of the hallux"
"HP:0010142","HP:0010124","Fragmentation of the epiphysis of the distal phalanx of the hallux"
"HP:0010143","HP:0010118","Irregular epiphysis of the distal phalanx of the hallux"
"HP:0010143","HP:0010124","Irregular epiphysis of the distal phalanx of the hallux"
"HP:0010144","HP:0010119","Ivory epiphysis of the distal phalanx of the hallux"
"HP:0010144","HP:0010124","Ivory epiphysis of the distal phalanx of the hallux"
"HP:0010145","HP:0010120","Pseudoepiphysis of the distal phalanx of the hallux"
"HP:0010145","HP:0010124","Pseudoepiphysis of the distal phalanx of the hallux"
"HP:0010146","HP:0010121","Small epiphysis of the distal phalanx of the hallux"
"HP:0010146","HP:0010124","Small epiphysis of the distal phalanx of the hallux"
"HP:0010147","HP:0010122","Stippling of the epiphysis of the distal phalanx of the hallux"
"HP:0010147","HP:0010124","Stippling of the epiphysis of the distal phalanx of the hallux"
"HP:0010148","HP:0010123","Triangular epiphysis of the distal phalanx of the hallux"
"HP:0010148","HP:0010124","Triangular epiphysis of the distal phalanx of the hallux"
"HP:0010149","HP:0010125","Absent epiphysis of the 1st metatarsal"
"HP:0010150","HP:0010125","Bracket epiphysis of the 1st metatarsal"
"HP:0010151","HP:0010054","Cone-shaped epiphysis of the 1st metatarsal"
"HP:0010151","HP:0010125","Cone-shaped epiphysis of the 1st metatarsal"
"HP:0010151","HP:0010630","Cone-shaped epiphysis of the 1st metatarsal"
"HP:0010152","HP:0010116","Enlarged epiphysis of the 1st metatarsal"
"HP:0010152","HP:0010125","Enlarged epiphysis of the 1st metatarsal"
"HP:0010153","HP:0010117","Fragmentation of the epiphysis of the 1st metatarsal"
"HP:0010153","HP:0010125","Fragmentation of the epiphysis of the 1st metatarsal"
"HP:0010154","HP:0010118","Irregular epiphysis of the 1st metatarsal"
"HP:0010154","HP:0010125","Irregular epiphysis of the 1st metatarsal"
"HP:0010155","HP:0010119","Ivory epiphysis of the 1st metatarsal"
"HP:0010155","HP:0010125","Ivory epiphysis of the 1st metatarsal"
"HP:0010156","HP:0010125","Pseudoepiphysis of the 1st metatarsal"
"HP:0010157","HP:0010125","Small epiphysis of the 1st metatarsal"
"HP:0010158","HP:0010125","Stippling of the epiphysis of the 1st metatarsal"
"HP:0010159","HP:0010125","Triangular epiphysis of the 1st metatarsal"
"HP:0010160","HP:0001780","Abnormality of the epiphyses of the toes"
"HP:0010160","HP:0010631","Abnormality of the epiphyses of the toes"
"HP:0010161","HP:0001780","Abnormality of the phalanges of the toes"
"HP:0010162","HP:0010160","Absent epiphyses of the toes"
"HP:0010162","HP:0010577","Absent epiphyses of the toes"
"HP:0010163","HP:0010160","Bracket epiphyses of the toes"
"HP:0010163","HP:0010578","Bracket epiphyses of the toes"
"HP:0010164","HP:0010160","Cone-shaped epiphyses of the toes"
"HP:0010164","HP:0010579","Cone-shaped epiphyses of the toes"
"HP:0010165","HP:0010160","Enlarged epiphyses of the toes"
"HP:0010165","HP:0010580","Enlarged epiphyses of the toes"
"HP:0010166","HP:0010160","Fragmentation of the epiphyses of the toes"
"HP:0010166","HP:0100168","Fragmentation of the epiphyses of the toes"
"HP:0010167","HP:0010160","Irregular epiphyses of the toes"
"HP:0010167","HP:0010582","Irregular epiphyses of the toes"
"HP:0010168","HP:0010160","Ivory epiphyses of the toes"
"HP:0010168","HP:0010583","Ivory epiphyses of the toes"
"HP:0010169","HP:0010160","Pseudoepiphyses of the toes"
"HP:0010169","HP:0010584","Pseudoepiphyses of the toes"
"HP:0010170","HP:0010160","Small epiphyses of the toes"
"HP:0010170","HP:0010585","Small epiphyses of the toes"
"HP:0010171","HP:0010160","Epiphyseal stippling of toe phalanges"
"HP:0010171","HP:0010655","Epiphyseal stippling of toe phalanges"
"HP:0010172","HP:0010160","Triangular epiphyses of the toes"
"HP:0010172","HP:0010587","Triangular epiphyses of the toes"
"HP:0010173","HP:0006494","Aplasia/Hypoplasia of the phalanges of the toes"
"HP:0010173","HP:0010161","Aplasia/Hypoplasia of the phalanges of the toes"
"HP:0010174","HP:0006009","Broad phalanx of the toes"
"HP:0010174","HP:0010161","Broad phalanx of the toes"
"HP:0010174","HP:0040069","Broad phalanx of the toes"
"HP:0010175","HP:0010161","Bullet-shaped toe phalanx"
"HP:0010176","HP:0010161","Curved toe phalanx"
"HP:0010177","HP:0009134","Osteolytic defects of the phalanges of the toes"
"HP:0010177","HP:0010161","Osteolytic defects of the phalanges of the toes"
"HP:0010178","HP:0005686","Patchy sclerosis of toe phalanx"
"HP:0010178","HP:0100924","Patchy sclerosis of toe phalanx"
"HP:0010179","HP:0010161","Symphalangism affecting the phalanges of the toes"
"HP:0010180","HP:0010161","Triangular shaped phalanges of the toes"
"HP:0010181","HP:0010161","Duplication of phalanx of toe"
"HP:0010182","HP:0010161","Abnormality of the distal phalanges of the toes"
"HP:0010183","HP:0010161","Abnormality of the middle phalanges of the toes"
"HP:0010184","HP:0010161","Abnormality of toe proximal phalanx"
"HP:0010185","HP:0010173","Aplasia/Hypoplasia of the distal phalanges of the toes"
"HP:0010185","HP:0010182","Aplasia/Hypoplasia of the distal phalanges of the toes"
"HP:0010185","HP:0010760","Aplasia/Hypoplasia of the distal phalanges of the toes"
"HP:0010186","HP:0010174","Broad distal phalanx of the toes"
"HP:0010186","HP:0010182","Broad distal phalanx of the toes"
"HP:0010187","HP:0010175","Bullet-shaped distal toe phalanx"
"HP:0010187","HP:0010182","Bullet-shaped distal toe phalanx"
"HP:0010188","HP:0010176","Curved distal toe phalanx"
"HP:0010188","HP:0010182","Curved distal toe phalanx"
"HP:0010189","HP:0010177","Osteolytic defects of the distal phalanges of the toes"
"HP:0010189","HP:0010182","Osteolytic defects of the distal phalanges of the toes"
"HP:0010190","HP:0010178","Patchy sclerosis of distal toe phalanx"
"HP:0010190","HP:0100948","Patchy sclerosis of distal toe phalanx"
"HP:0010191","HP:0010179","Symphalangism affecting the distal phalanges of the toes"
"HP:0010191","HP:0010182","Symphalangism affecting the distal phalanges of the toes"
"HP:0010192","HP:0010180","Triangular shaped distal phalanges of the toes"
"HP:0010192","HP:0010182","Triangular shaped distal phalanges of the toes"
"HP:0010193","HP:0010182","Duplication of distal phalanx of toe"
"HP:0010194","HP:0010173","Aplasia/Hypoplasia of the middle phalanges of the toes"
"HP:0010194","HP:0010183","Aplasia/Hypoplasia of the middle phalanges of the toes"
"HP:0010195","HP:0010174","Broad middle phalanges of the toes"
"HP:0010195","HP:0010183","Broad middle phalanges of the toes"
"HP:0010196","HP:0010175","Bullet-shaped middle toe phalanx"
"HP:0010196","HP:0010183","Bullet-shaped middle toe phalanx"
"HP:0010197","HP:0010176","Curved middle toe phalanx"
"HP:0010197","HP:0010183","Curved middle toe phalanx"
"HP:0010198","HP:0010177","Osteolytic defects of the middle phalanges of the toes"
"HP:0010198","HP:0010183","Osteolytic defects of the middle phalanges of the toes"
